ProcessingStatus,Match OpenPermID,Match OrgName,Match Score,Match Level,Match Ordinal,Original Row Number,Input_LocalID,Input_Standard Identifier,Input_Name,Input_Country,Input_Street,Input_City,Input_PostalCode,Input_State,Input_Website
OK,,,,No Match,,194,,,fonciere des region,,,,,,
OK,https://permid.org/1-5035902891,Fonciere des Regions Developpement SAS,57%,Possible,1,195,,,fonciere des regions,,,,,,
OK,https://permid.org/1-4295866494,Fortum Oyj,92%,Excellent,1,196,,,fortum,,,,,,
OK,https://permid.org/1-5059049446,Fresenius Finance Ireland II PLC,37%,Possible,1,197,,,fresenius finance ireland,,,,,,
OK,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,82%,Good,1,198,,,fresenius medical care ag  co,,,,,,
OK,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,77%,Good,1,199,,,fresenius medical care ag and co,,,,,,
OK,https://permid.org/1-5001439044,Fresenius SE & Co KGaA,73%,Good,1,200,,,fresenius se  co,,,,,,
OK,,,,No Match,,201,,,gas natural cm,,,,,,
OK,https://permid.org/1-4296948055,Naturgy Finance BV,71%,Good,1,202,,,gas natural fenosa finance,,,,,,
OK,https://permid.org/1-5046712558,Gas Networks Ireland,92%,Excellent,1,203,,,gas networks ireland,,,,,,
OK,https://permid.org/1-4295890739,Geberit AG,66%,Good,1,204,,,geberit international,,,,,,
OK,https://permid.org/1-4295867555,Gecina SA,92%,Excellent,1,205,,,gecina,,,,,,
OK,,,,No Match,,206,,,gie engie alliance,,,,,,
OK,https://permid.org/1-5073623848,Givaudan Finance Europe BV,66%,Good,1,207,,,givaudan finance europe,,,,,,
OK,https://permid.org/1-5076169227,Glencore Capital Finance DAC,52%,Possible,1,208,,,glencore capital finance,,,,,,
OK,https://permid.org/1-5057819876,Glencore Finance (Europe) Ltd,74%,Good,1,209,,,glencore finance europe,,,,,,
OK,https://permid.org/1-5076948433,Global Switch Finance BV,59%,Possible,1,210,,,global switch finance,,,,,,
OK,https://permid.org/1-5037587520,Grand City Properties SA,92%,Excellent,1,211,,,grand city properties,,,,,,
OK,https://permid.org/1-4295859531,Groep Brussel Lambert NV,92%,Excellent,1,212,,,groupe bruxelles lambert,,,,,,
OK,https://permid.org/1-4295869315,Hannover Rueck SE,92%,Excellent,1,213,,,hannover re,,,,,,
OK,https://permid.org/1-4295869315,Hannover Rueck SE,92%,Excellent,1,214,,,hannover rueck,,,,,,
OK,https://permid.org/1-4295868961,HeidelbergCement AG,75%,Good,1,215,,,heidelbergcement,,,,,,
OK,,,,No Match,,216,,,heidelbergcement finlux,,,,,,
OK,https://permid.org/1-5076386265,Heimstaden Bostad Treasury BV,79%,Good,1,217,,,heimstaden bostad treasury,,,,,,
OK,https://permid.org/1-4295884692,Heineken NV,92%,Excellent,1,218,,,heineken,,,,,,
OK,https://permid.org/1-5055943325,Hella Finance International BV,71%,Good,1,219,,,hella finance international,,,,,,
OK,https://permid.org/1-4298169984,HELLA GmbH & Co KGaA,23%,Possible,1,220,,,hella gmbh  co,,,,,,
OK,https://permid.org/1-5037142580,HELLA KGaA Hueck & Co,92%,Excellent,1,221,,,hella kgaa hueck,,,,,,
OK,https://permid.org/1-5037142580,HELLA KGaA Hueck & Co,80%,Good,1,222,,,hella kgaa hueck  co,,,,,,
OK,https://permid.org/1-5079156209,Hemso Treasury Oyj,92%,Excellent,1,223,,,hemso treasury,,,,,,
OK,https://permid.org/1-4295869260,Henkel AG & Co KgaA,66%,Good,1,224,,,henkel ag  co,,,,,,
OK,https://permid.org/1-4295869260,Henkel AG & Co KgaA,92%,Excellent,1,225,,,henkel ag,,,,,,
OK,https://permid.org/1-4295875817,Hera SpA,92%,Excellent,1,226,,,hera,,,,,,
OK,https://permid.org/1-5074659578,H M Finance,92%,Excellent,1,227,,,hm finance,,,,,,
OK,https://permid.org/1-4295869084,Hochtief AG,92%,Excellent,1,228,,,hochtief,,,,,,
OK,,,,No Match,,229,,,holcim finance luxembg,,,,,,
OK,https://permid.org/1-4296045812,Holcim Finance Luxembourg SA,37%,Possible,1,230,,,holcim finance,,,,,,
OK,,,,No Match,,231,,,holcim usfinsarl  cie,,,,,,
OK,,,,No Match,,232,,,holcim usfinsarl,,,,,,
OK,,,,No Match,,233,,,holding d infrastructures de transport,,,,,,
OK,,,,No Match,,234,,,holding d infrastructures de transport,,,,,,
OK,,,,No Match,,235,,,holding dinfrastr de tran,,,,,,
OK,https://permid.org/1-5000919963,Hldg Dinfrastructure De Transport Sas,32%,Possible,1,236,,,holding dinfrastructure,,,,,,
OK,https://permid.org/1-4297231408,Iberdrola Finanzas SA,79%,Good,1,237,,,iberdrola finanzas,,,,,,
OK,https://permid.org/1-5050277472,Iberdrola International Finance BV,44%,Possible,1,238,,,iberdrola international,,,,,,
OK,https://permid.org/1-5000609627,Ignitis Grupe AB,89%,Good,1,239,,,ignitis grupe uab,,,,,,
OK,https://permid.org/1-4295859001,Immofinanz AG,92%,Excellent,1,240,,,immofinanz,,,,,,
OK,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,74%,Good,1,241,,,imperial brands finance netherlands,,,,,,
OK,https://permid.org/1-4295870063,Infineon Technologies AG,59%,Possible,1,242,,,infineon technologies,,,,,,
OK,https://permid.org/1-5050701816,DG Infra+ Park Invest BV,19%,Possible,1,243,,,infra park,,,,,,
OK,https://permid.org/1-5045517782,Infrastrutture Wireless Italiane SpA,75%,Good,1,244,,,infrastrutture wireless italiane,,,,,,
OK,https://permid.org/1-4297695639,Infrax Systems Inc,22%,Possible,1,245,,,infrax,,,,,,
OK,https://permid.org/1-4295889320,Inmobiliaria Colonial SOCIMI SA,92%,Excellent,1,246,,,inmobiliaria colonial,,,,,,
OK,https://permid.org/1-4296653814,innogy Finance BV,92%,Excellent,1,247,,,innogy finance,,,,,,
OK,https://permid.org/1-5048276776,innogy Finance II BV,66%,Good,1,248,,,innogy finance ii,,,,,,
OK,https://permid.org/1-5001229906,International Consolidated Airlines Group SA,80%,Good,1,249,,,international consolidated airlines group,,,,,,
OK,https://permid.org/1-4295875719,Iren SpA,92%,Excellent,1,250,,,iren,,,,,,
OK,https://permid.org/1-5074640466,ISS Finance BV,92%,Excellent,1,251,,,iss finance,,,,,,
OK,,,,No Match,,252,,,iss finance nb,,,,,,
OK,https://permid.org/1-5052167677,Italgas SpA,92%,Excellent,1,253,,,italgas,,,,,,
OK,https://permid.org/1-5043346727,JAB Holding Company SARL,92%,Excellent,1,254,,,jab holdings,,,,,,
OK,https://permid.org/1-4295867953,JCDecaux SA,92%,Excellent,1,255,,,jcdecaux,,,,,,
OK,https://permid.org/1-4297058300,John Deere Cash Management SA,92%,Excellent,1,256,,,john deere cash management,,,,,,
OK,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92%,Excellent,1,257,,,kelag karntner elektrizitats aktiengesellschaft,,,,,,
OK,https://permid.org/1-4295867170,Kering SA,92%,Excellent,1,258,,,kering,,,,,,
