ProcessingStatus,Match OpenPermID,Match OrgName,Match Score,Match Level,Match Ordinal,Original Row Number,Input_LocalID,Input_Standard Identifier,Input_Name,Input_Country,Input_Street,Input_City,Input_PostalCode,Input_State,Input_Website
OK,https://permid.org/1-5048276776,innogy Finance II BV,92%,Excellent,1,256,,,innogy finance ii bv,,,,,,
OK,https://permid.org/1-5001229906,International Consolidated Airlines Group SA,80%,Good,1,257,,,international consolidated airlines group,,,,,,
OK,https://permid.org/1-4295875719,Iren SpA,92%,Excellent,1,258,,,iren spa,,,,,,
OK,https://permid.org/1-5074640466,ISS Finance BV,92%,Excellent,1,259,,,iss finance bv,,,,,,
OK,,,,No Match,,260,,,iss finance nb,,,,,,
OK,https://permid.org/1-4295875734,Italgas Reti SpA,92%,Excellent,1,261,,,italgas spa,,,,,,
OK,https://permid.org/1-5037932504,JAB Holdings BV,92%,Excellent,1,262,,,jab holdings bv,,,,,,
OK,https://permid.org/1-4295867953,JCDecaux SA,92%,Excellent,1,263,,,jcdecaux sa,,,,,,
OK,https://permid.org/1-4297058300,John Deere Cash Management SA,92%,Excellent,1,264,,,john deere cash management sa,,,,,,
OK,,,,No Match,,265,,,kelagkarntner elektrizitats aktiengesellschaft,,,,,,
OK,https://permid.org/1-4295867170,Kering SA,92%,Excellent,1,266,,,kering sa,,,,,,
OK,https://permid.org/1-4298364799,Kerry Group Financial Services Unlimited Co,26%,Possible,1,267,,,kerry group financial services,,,,,,
OK,https://permid.org/1-5066558455,Kion Group AG,92%,Excellent,1,268,,,kion group ag,,,,,,
OK,https://permid.org/1-4295866923,Klepierre SA,92%,Excellent,1,269,,,klepierre,,,,,,
OK,,,,No Match,,270,,,knorrbremse ag,,,,,,
OK,https://permid.org/1-4296619425,Kojamo Oyj,92%,Excellent,1,271,,,kojamo oyj,,,,,,
OK,https://permid.org/1-4295884672,Koninklijke Ahold Delhaize NV,92%,Excellent,1,272,,,koninklijke ahold delhaize nv,,,,,,
OK,https://permid.org/1-4295884728,Koninklijke DSM NV,92%,Excellent,1,273,,,koninklijke dsm nv,,,,,,
OK,https://permid.org/1-4295884844,Koninklijke KPN NV,92%,Excellent,1,274,,,koninklijke kpn nv,,,,,,
OK,https://permid.org/1-4295884721,Koninklijke Philips NV,92%,Excellent,1,275,,,koninklijke philips nv,,,,,,
OK,https://permid.org/1-4295869106,K&S AG,92%,Excellent,1,276,,,ks ag,,,,,,
OK,https://permid.org/1-4295869106,K&S AG,92%,Excellent,1,277,,,ks aktiengesellschaft,,,,,,
OK,https://permid.org/1-4297057843,La Poste SA,92%,Excellent,1,278,,,la poste,,,,,,
OK,https://permid.org/1-4295870205,Lanxess AG,92%,Excellent,1,279,,,lanxess ag,,,,,,
OK,https://permid.org/1-5038054895,LEG Immobilien SE,92%,Excellent,1,280,,,leg immobilien ag,,,,,,
OK,https://permid.org/1-4295868617,Legrand SA,92%,Excellent,1,281,,,legrand sa,,,,,,
OK,https://permid.org/1-4295875430,Leonardo SpA,92%,Excellent,1,282,,,leonardo spa,,,,,,
OK,https://permid.org/1-5055406275,Liberty Mutual Finance Europe DAC,15%,Possible,1,283,,,liberty mutual fineurope dac,,,,,,
OK,https://permid.org/1-5069461045,Lietuvos Energija Renewables UAB,45%,Possible,1,284,,,lietuvos energija uab,,,,,,
OK,,,,No Match,,285,,,linde ag,,,,,,
OK,https://permid.org/1-4296717566,Linde Finance BV,92%,Excellent,1,286,,,linde finance bv,,,,,,
OK,https://permid.org/1-4297805945,Linea Group Holding SpA,92%,Excellent,1,287,,,linea group holding spa,,,,,,
OK,https://permid.org/1-5071534681,Lonza Finance International NV,92%,Excellent,1,288,,,lonza finance international nv,,,,,,
OK,https://permid.org/1-5079710330,LSEG Netherlands BV,92%,Excellent,1,289,,,lseg netherlands bv,,,,,,
OK,https://permid.org/1-4295875513,Luxottica Group SpA,92%,Excellent,1,290,,,luxottica group spa,,,,,,
OK,https://permid.org/1-4295866862,LVMH Moet Hennessy Louis Vuitton SE,10%,Possible,1,291,,,lvmh moet henn l vuitton se,,,,,,
OK,https://permid.org/1-5050307449,LYB International Finance II BV,92%,Excellent,1,292,,,lyb international finance ii,,,,,,
OK,https://permid.org/1-5040246454,Madrilena Red de Gas Finance BV,92%,Excellent,1,293,,,madrilena red de gas fin bv,,,,,,
OK,https://permid.org/1-4295889568,Mapfre SA,92%,Excellent,1,294,,,mapfre sa,,,,,,
OK,https://permid.org/1-4295868628,Mercialys SA,92%,Excellent,1,295,,,mercialys,,,,,,
OK,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,1,296,,,merck financial services gmbh,,,,,,
OK,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,92%,Excellent,1,297,,,merlin properties socimi sa,,,,,,
OK,https://permid.org/1-4295868692,Ceconomy AG,92%,Excellent,1,298,,,metro ag,,,,,,
OK,https://permid.org/1-4296555329,Metro Finance BV,92%,Excellent,1,299,,,metro finance bv,,,,,,
OK,https://permid.org/1-4296293806,Metropolitano de Lisboa EPE,63%,Good,1,300,,,metropolitano de lisboa,,,,,,
OK,https://permid.org/1-4295866436,Metsa Board Oyj,92%,Excellent,1,301,,,metsa board oyj,,,,,,
OK,https://permid.org/1-4295866436,Metsa Board Oyj,20%,Possible,1,302,,,metsa board oyj espoo,,,,,,
OK,https://permid.org/1-4295866484,Neles Oyj,92%,Excellent,1,303,,,metso corp,,,,,,
OK,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,1,304,,,metso outotec,,,,,,
OK,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,1,305,,,michelin luxembourg scs,,,,,,
OK,https://permid.org/1-5057810770,Mohawk Capital Finance SA,92%,Excellent,1,306,,,mohawk capital finance sa,,,,,,
OK,,,,No Match,,307,,,mondelez intl hldgs nether bv,,,,,,
OK,https://permid.org/1-5000682750,Mondi Finance PLC,92%,Excellent,1,308,,,mondi finance,,,,,,
OK,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,1,309,,,mtu aero engines ag,,,,,,
OK,https://permid.org/1-4297561247,Naturgy Capital Markets SA,92%,Excellent,1,310,,,naturgy capital markets sa,,,,,,
OK,https://permid.org/1-4296948055,Naturgy Finance BV,92%,Excellent,1,311,,,naturgy finance bv,,,,,,
OK,https://permid.org/1-5001425607,NE Property BV,92%,Excellent,1,312,,,ne property bv,,,,,,
OK,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92%,Excellent,1,313,,,nederlandse gasunie nv,,,,,,
OK,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,77%,Good,1,314,,,nestle finance intl ltd,,,,,,
OK,https://permid.org/1-5037450400,NN Group NV,92%,Excellent,1,315,,,nn group nv,,,,,,
OK,https://permid.org/1-4295866480,Nokia Oyj,92%,Excellent,1,316,,,nokia oyj,,,,,,
OK,,,,No Match,,317,,,nokia oyj espoo,,,,,,
OK,https://permid.org/1-4298205141,Nortegas Energia Distribucion SAU,69%,Good,1,318,,,nortegas energia distribution,,,,,,
OK,https://permid.org/1-4295886936,NOS SGPS SA,92%,Excellent,1,319,,,nos sgps,,,,,,
OK,,,,No Match,,320,,,nos sgps lisbon,,,,,,
OK,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,1,321,,,novartis finance sa,,,,,,
OK,https://permid.org/1-4295966804,Austrian Gaming Industries GmbH,92%,Excellent,1,322,,,novomatic ag,,,,,,
OK,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92%,Excellent,1,323,,,nv nederlandse gasunie,,,,,,
OK,,,,No Match,,324,,,o2 telefonica dtld finanzier,,,,,,
OK,https://permid.org/1-4295859007,OMV AG,92%,Excellent,1,325,,,omv ag,,,,,,
OK,https://permid.org/1-4295868416,Orange SA,92%,Excellent,1,326,,,orange,,,,,,
OK,https://permid.org/1-4295868416,Orange SA,92%,Excellent,1,327,,,orange sa,,,,,,
OK,https://permid.org/1-4295946639,Paccar Financial Europe BV,92%,Excellent,1,328,,,paccar financial europe bv,,,,,,
OK,https://permid.org/1-5051778025,Partnerre Ireland Finance DAC,92%,Excellent,1,329,,,partnerre ireland finance dac,,,,,,
OK,,,,No Match,,330,,,pernodricard sa,,,,,,
OK,https://permid.org/1-4295888326,Petrol dd Ljubljana,92%,Excellent,1,331,,,petrol dd ljubljana,,,,,,
OK,https://permid.org/1-4295868619,Peugeot Invest SA,36%,Possible,1,332,,,peugeot sa,,,,,,
OK,,,,No Match,,333,,,poste italiane spa,,,,,,
OK,https://permid.org/1-4295884770,PostNL NV,92%,Excellent,1,334,,,postnl nv,,,,,,
OK,https://permid.org/1-4295884770,PostNL NV,10%,Possible,1,335,,,postnl nv the hague,,,,,,
OK,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,92%,Excellent,1,336,,,prosegur  cia de seguridad sa,,,,,,
OK,https://permid.org/1-5052537751,Prosegur Cash SA,92%,Excellent,1,337,,,prosegur cash sa,,,,,,
OK,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,83%,Good,1,338,,,prosegur compania de seguridad,,,,,,
OK,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,54%,Possible,1,339,,,prosegur compania de seguridad sa madrid,,,,,,
OK,https://permid.org/1-5001167004,Prosus NV,92%,Excellent,1,340,,,prosus nv,,,,,,
OK,https://permid.org/1-4295866610,Publicis Groupe SA,92%,Excellent,1,341,,,publicis groupe sa,,,,,,
OK,https://permid.org/1-4296949624,RAI Radiotelevisione Italiana SpA,92%,Excellent,1,342,,,rai  radiotelevisione italiana spa,,,,,,
OK,https://permid.org/1-5074211269,Reckitt Benckiser Treasury Services (Nederland) BV,59%,Possible,1,343,,,reckitt benckiser treasury services bv,,,,,,
OK,https://permid.org/1-4295889513,Red Electrica Corporacion SA,92%,Excellent,1,344,,,red electrica corporacion sa,,,,,,
OK,,,,No Match,,345,,,red electrica financ sau,,,,,,
OK,https://permid.org/1-5042223801,Redexis Gas Finance BV,92%,Excellent,1,346,,,redexis gas finance bv,,,,,,
OK,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,73%,Good,1,347,,,regie autonome des transports parisiens,,,,,,
OK,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,86%,Good,1,348,,,regie autonome des transports parisiens ratp,,,,,,
OK,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,1,349,,,relx finance bv,,,,,,
OK,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,1,350,,,ren finance bv,,,,,,
OK,https://permid.org/1-4295867385,Renault SA,92%,Excellent,1,351,,,renault sa,,,,,,
OK,https://permid.org/1-5000035934,Repsol International Finance BV,92%,Excellent,1,352,,,repsol intl finance bv,,,,,,
OK,,,,No Match,,353,,,resa sa,,,,,,
OK,https://permid.org/1-5076925680,Richemont International Holding S.A.,92%,Excellent,1,354,,,richemont international holding sa,,,,,,
OK,https://permid.org/1-5076925680,Richemont International Holding S.A.,92%,Excellent,1,355,,,richemont intl holding sa,,,,,,
OK,https://permid.org/1-4295869214,Robert Bosch GmbH,92%,Excellent,1,356,,,robert bosch gmbh,,,,,,
OK,,,,No Match,,357,,,robert bosch investnedldbv,,,,,,
OK,https://permid.org/1-4296939181,Roche Finance Europe BV,92%,Excellent,1,358,,,roche finance europe bv,,,,,,
OK,https://permid.org/1-5000048708,Royal Schiphol Group NV,92%,Excellent,1,359,,,royal schiphol group nv,,,,,,
OK,,,,No Match,,360,,,rte edf transport,,,,,,
OK,https://permid.org/1-5000075993,Ryanair DAC,92%,Excellent,1,361,,,ryanair dac,,,,,,
OK,https://permid.org/1-4295867343,Safran SA,92%,Excellent,1,362,,,safran sa,,,,,,
OK,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,92%,Excellent,1,363,,,sagax euro mtn nl bv,,,,,,
OK,,,,No Match,,364,,,sagesssocandgeststdsec,,,,,,
OK,https://permid.org/1-4295866416,Sampo plc,92%,Excellent,1,365,,,sampo oyj,,,,,,
OK,https://permid.org/1-4295868215,Sanofi SA,92%,Excellent,1,366,,,sanofi sa,,,,,,
OK,https://permid.org/1-5043321284,SAP SE,92%,Excellent,1,367,,,sap se,,,,,,
OK,https://permid.org/1-4297219925,Sato Oyj,92%,Excellent,1,368,,,sato oyj,,,,,,
OK,https://permid.org/1-5076162463,SBB Treasury Oyj,92%,Excellent,1,369,,,sbb treasury oyj,,,,,,
OK,https://permid.org/1-5045949737,Schaeffler AG,92%,Excellent,1,370,,,schaeffler ag,,,,,,
OK,https://permid.org/1-5050268693,Schlumberger Finance France SAS,92%,Excellent,1,371,,,schlumberger fin france sas,,,,,,
OK,https://permid.org/1-4297665422,Schlumberger Finance BV,92%,Excellent,1,372,,,schlumberger finance bv,,,,,,
OK,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,1,373,,,schneider electric sa,,,,,,
OK,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,1,374,,,schneider electric se,,,,,,
OK,https://permid.org/1-4295883014,SES SA,92%,Excellent,1,375,,,ses sa,,,,,,
OK,https://permid.org/1-4297475585,Shell International Finance BV,92%,Excellent,1,376,,,shell international finance bv,,,,,,
OK,https://permid.org/1-4296784388,Siemens Financieringsmaatschappij NV,92%,Excellent,1,377,,,siemens financieringsmaatschappij nv,,,,,,
OK,,,,No Match,,378,,,siemens finanmaatschappij nv,,,,,,
OK,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,1,379,,,sig combibloc,,,,,,
OK,https://permid.org/1-5050986901,Signify NV,92%,Excellent,1,380,,,signify nv,,,,,,
OK,https://permid.org/1-5047293768,Simon International Finance SCA,92%,Excellent,1,381,,,simon international finance,,,,,,
OK,https://permid.org/1-5076357523,SIX Finance Luxembourg SA,92%,Excellent,1,382,,,six finance luxembourg sa,,,,,,
OK,https://permid.org/1-4295875615,Snam SpA,92%,Excellent,1,383,,,snam spa,,,,,,
OK,,,,No Match,,384,,,sncf mobilites,,,,,,
OK,https://permid.org/1-4296258481,SA De Gestion De Stocks Securite Sagess,81%,Good,1,385,,,societe anonyme de gestion des stocks de securite sagess,,,,,,
OK,https://permid.org/1-5057739178,Societe des Autoroutes du Nord et de l'Est de la France {SANEF},71%,Good,1,386,,,societe des autoroutes du nord et de l est de la france sanef,,,,,,
OK,,,,No Match,,387,,,societe des autoroutes parisrhinrhone aprr,,,,,,
OK,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92%,Excellent,1,388,,,societe fonciere lyonnaise sa,,,,,,
OK,https://permid.org/1-4295866888,Societe Nationale SNCF SA,92%,Excellent,1,389,,,societe nationale sncf sa,,,,,,
OK,https://permid.org/1-4295866614,Sodexo SA,92%,Excellent,1,390,,,sodexo sa,,,,,,
OK,https://permid.org/1-4295859421,Solvay SA,92%,Excellent,1,391,,,solvay sa,,,,,,
OK,,,,No Match,,392,,,spp infrastructure fing bv,,,,,,
OK,,,,No Match,,393,,,sppdistribucia as,,,,,,
OK,https://permid.org/1-4296088639,Stedin Holding NV,92%,Excellent,1,394,,,stedin holding nv,,,,,,
OK,https://permid.org/1-5000025511,Steinhoff Europe AG,92%,Excellent,1,395,,,steinhoff europe ag,,,,,,
OK,https://permid.org/1-5043319761,Stellantis NV,18%,Possible,1,396,,,stellantis nv amsterdam,,,,,,
OK,https://permid.org/1-5076388739,STG Global Finance BV,92%,Excellent,1,397,,,stg global finance bv,,,,,,
OK,https://permid.org/1-4295866448,Stora Enso Oyj,92%,Excellent,1,398,,,stora enso oyj,,,,,,
OK,https://permid.org/1-4298050903,STRABAG SE,92%,Excellent,1,399,,,strabag se,,,,,,
OK,https://permid.org/1-4296745954,Suedzucker International Finance BV,92%,Excellent,1,400,,,sudzucker intl finance bv,,,,,,
OK,https://permid.org/1-4298165294,Suez SA,92%,Excellent,1,401,,,suez,,,,,,
OK,https://permid.org/1-4298165294,Suez SA,92%,Excellent,1,402,,,suez sa,,,,,,
OK,https://permid.org/1-5073962722,Swisscom Finance BV,92%,Excellent,1,403,,,swisscom finance bv,,,,,,
OK,https://permid.org/1-4296750143,Talanx AG,92%,Excellent,1,404,,,talanx ag,,,,,,
OK,https://permid.org/1-5000025337,Telecom Italia Finance SA,92%,Excellent,1,405,,,telecom italia finance sa,,,,,,
OK,https://permid.org/1-4295875783,Telecom Italia SpA,92%,Excellent,1,406,,,telecom italia spa,,,,,,
OK,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,1,407,,,telefonica emisiones sau,,,,,,
OK,https://permid.org/1-4296540347,Telefonica Europe BV,92%,Excellent,1,408,,,telefonica europe bv,,,,,,
OK,https://permid.org/1-4297071947,Telekom Finanzmanagement GmbH,92%,Excellent,1,409,,,telekom finanzmanagement gmbh,,,,,,
OK,https://permid.org/1-4295866721,Teleperformance SE,92%,Excellent,1,410,,,teleperformance se,,,,,,
OK,https://permid.org/1-5000075299,TenneT Holding BV,92%,Excellent,1,411,,,tennet holding bv,,,,,,
OK,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92%,Excellent,1,412,,,teollisuuden voima oyj,,,,,,
OK,https://permid.org/1-4295875459,Terna Rete Elettrica Nazionale SpA,14%,Possible,1,413,,,terna rete elettrica naziospa,,,,,,
OK,https://permid.org/1-4295866846,Thales SA,92%,Excellent,1,414,,,thales,,,,,,
OK,https://permid.org/1-5044024092,TLG Immobilien AG,92%,Excellent,1,415,,,tlg immobilien ag,,,,,,
OK,https://permid.org/1-5035956073,Total Capital International SA,92%,Excellent,1,416,,,total capital international sa,,,,,,
OK,https://permid.org/1-4296676289,Total Capital SA,92%,Excellent,1,417,,,total capital sa,,,,,,
OK,,,,No Match,,418,,,total infrastructures gaz france,,,,,,
OK,https://permid.org/1-5079693909,Traton Finance Luxembourg SA,55%,Possible,1,419,,,traton finance luxemburg sa,,,,,,
OK,https://permid.org/1-4297630575,Tyco Electronics Group SA,92%,Excellent,1,420,,,tyco electronics group sa,,,,,,
OK,,,,No Match,,421,,,unibailrodamco se,,,,,,
OK,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,92%,Excellent,1,422,,,unilever finance netherlands bv,,,,,,
OK,,,,No Match,,423,,,unilever nv,,,,,,
OK,https://permid.org/1-4298168960,Uniper Global Commodities SE,15%,Possible,1,424,,,uniper se,,,,,,
OK,https://permid.org/1-4295858953,UNIQA Insurance Group AG,92%,Excellent,1,425,,,uniqa insurance group ag,,,,,,
OK,https://permid.org/1-5074779515,Upjohn Finance BV,92%,Excellent,1,426,,,upjohn finance bv,,,,,,
OK,,,,No Match,,427,,,upmkymmene oyj,,,,,,
OK,https://permid.org/1-4297245020,Urenco Finance NV,92%,Excellent,1,428,,,urenco finance nv,,,,,,
OK,https://permid.org/1-4295867394,Valeo SE,92%,Excellent,1,429,,,valeo sa,,,,,,
OK,https://permid.org/1-5076167430,Vantage Towers AG,92%,Excellent,1,430,,,vantage towers ag,,,,,,
OK,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,1,431,,,veolia environnement,,,,,,
OK,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,1,432,,,veolia environnement sa,,,,,,
OK,https://permid.org/1-4295859071,Verbund AG,92%,Excellent,1,433,,,verbund ag,,,,,,
OK,https://permid.org/1-4297884956,VGP NV,92%,Excellent,1,434,,,vgp nv,,,,,,
OK,https://permid.org/1-4295859017,Vienna Insurance Group AG Wiener Versicherung Gruppe,69%,Good,1,435,,,vienna insurance group ag,,,,,,
OK,https://permid.org/1-5037635945,Vier Gas Transport GmbH,92%,Excellent,1,436,,,vier gas transport gmbh,,,,,,
OK,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,1,437,,,vinci,,,,,,
OK,https://permid.org/1-4295867220,Vivendi SE,92%,Excellent,1,438,,,vivendi,,,,,,
OK,,,,No Match,,439,,,vivendi sa,,,,,,
OK,https://permid.org/1-4296694478,Volkswagen International Finance NV,92%,Excellent,1,440,,,volkswagen intl finance nv,,,,,,
OK,https://permid.org/1-5040171243,Vonovia Finance BV,92%,Excellent,1,441,,,vonovia finance bv,,,,,,
OK,https://permid.org/1-5063761614,Vonovia SE,92%,Excellent,1,442,,,vonovia se,,,,,,
OK,https://permid.org/1-5058607005,Wendel Lab SA,42%,Possible,1,443,,,wendel sa,,,,,,
OK,https://permid.org/1-5063720884,Whirlpool EMEA Finance SARL,92%,Excellent,1,444,,,whirlpool emea finance sarl,,,,,,
OK,https://permid.org/1-5052151291,Whirlpool Finance Luxembourg SARL,92%,Excellent,1,445,,,whirlpool finance luxembourg sarl,,,,,,
OK,https://permid.org/1-5076170784,Wizz Air Finance Company BV,92%,Excellent,1,446,,,wizz air finance company bv,,,,,,
OK,https://permid.org/1-4295884738,Wolters Kluwer NV,92%,Excellent,1,447,,,wolters kluwer nv,,,,,,
OK,,,,No Match,,448,,,worldline sa bezons,,,,,,
OK,https://permid.org/1-5052169705,WPC Eurobond BV,92%,Excellent,1,449,,,wpc eurobond bv,,,,,,
OK,https://permid.org/1-4297937496,WPP Finance SA,92%,Excellent,1,450,,,wpp finance sa,,,,,,
OK,https://permid.org/1-4297959131,Wurth Finance International BV,92%,Excellent,1,451,,,wurth finance international bv,,,,,,
OK,https://permid.org/1-5000685837,Zapadoslovenska Energetika as,92%,Excellent,1,452,,,zapadoslovenska energetika as,,,,,,
OK,https://permid.org/1-5066539297,ZF Europe Finance BV,92%,Excellent,1,453,,,zf europe finance bv,,,,,,
OK,https://permid.org/1-5068935173,Zurich Finance (Ireland) DAC,92%,Excellent,1,454,,,zurich finance ireland dac,,,,,,
"ERROR: Row Num 455, Cause - At least one of the fields should not be null: [standard identifier, name]. Original Row: ,,,,,,,,",,,,No Match,,455,,,,,,,,,
