Sentence ID,Company Name,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,Primary Industry description
453,metropolitano de lisboa,https://permid.org/1-4296293806,Metropolitano de Lisboa EPE,63%,Good,metropolitano de lisboa,https://permid.org/1-4296293806,Metropolitano de Lisboa EPE,63%,Good,True,Passenger Transportation Services,Transportation,Industrials,Portugal,Portugal,"Providers of transportation services to passengers via air, ground and sea."
454,metsa board oyj,https://permid.org/1-4295866436,Metsa Board Oyj,92%,Excellent,metsa board,https://permid.org/1-4295866436,Metsa Board Oyj,92%,Excellent,True,Paper & Forest Products,Applied Resources,Basic Materials,Finland,Finland,"Operators of forests, pulp and paper mills, producers and manufacturers of wood and paper products, and providers of related services."
455,metso corp,https://permid.org/1-4295866484,Neles Oyj,92%,Excellent,metso corp,https://permid.org/1-4295866484,Neles Oyj,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Finland,Finland,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
456,metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,True,Construction & Engineering,Industrial & Commercial Services,Industrials,Finland,Finland,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects."
457,metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,True,Construction & Engineering,Industrial & Commercial Services,Industrials,Finland,Finland,"Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings."
458,metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,True,Construction & Engineering,Industrial & Commercial Services,Industrials,Finland,Finland,Includes also manufacturers of heavy machinery for permanent installation.
459,michelin luxembourg scs,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,michelin luxembourg,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,Companies primarily engaged in investing in securities/stakes of other companies and for their own profits.
460,michelin luxembourg scs,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,michelin luxembourg,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,Investment Holding Companies might have both minority and majority stakes.
461,michelin luxembourg scs,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,michelin luxembourg,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,"Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
462,mohawk capital finance sa,https://permid.org/1-5057810770,Mohawk Capital Finance SA,92%,Excellent,mohawk capital finance,https://permid.org/1-5057810770,Mohawk Capital Finance SA,74%,Good,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
463,mohawk capital finance sa,https://permid.org/1-5057810770,Mohawk Capital Finance SA,92%,Excellent,mohawk capital finance,https://permid.org/1-5057810770,Mohawk Capital Finance SA,74%,Good,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,Includes bank holding companies.
464,mohawk capital finance sa,https://permid.org/1-5057810770,Mohawk Capital Finance SA,92%,Excellent,mohawk capital finance,https://permid.org/1-5057810770,Mohawk Capital Finance SA,74%,Good,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Excludes providers of investment banking services, classified in Investment Banking."
465,mondelez intl hldgs nether bv,,,,No Match,mondelez intl hldgs nether,,,,No Match,False,0,0,0,0,0,0
466,mondi finance,https://permid.org/1-5000682750,Mondi Finance PLC,92%,Excellent,mondi finance,https://permid.org/1-5000682750,Mondi Finance PLC,92%,Excellent,True,Containers & Packaging,Applied Resources,Basic Materials,United Kingdom,United Kingdom,"Manufacturers of containers, as well as providers of packaging services."
467,mtu aero engines ag,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,mtu aero engines,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,Germany,Germany,"Producers of commercial, military and private aircraft and spacecraft."
468,mtu aero engines ag,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,mtu aero engines,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,Germany,Germany,"Includes manufacturers of military equipment, vehicles, explosive ordnance, guidance systems, artillery, ammunition and other related weaponry."
469,mtu aero engines ag,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,mtu aero engines,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,Germany,Germany,Includes also manufacturers of satellites.
470,naturgy capital markets sa,https://permid.org/1-4297561247,Naturgy Capital Markets SA,92%,Excellent,naturgy capital markets,https://permid.org/1-4297561247,Naturgy Capital Markets SA,81%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
471,naturgy capital markets sa,https://permid.org/1-4297561247,Naturgy Capital Markets SA,92%,Excellent,naturgy capital markets,https://permid.org/1-4297561247,Naturgy Capital Markets SA,81%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,Includes bank holding companies.
472,naturgy capital markets sa,https://permid.org/1-4297561247,Naturgy Capital Markets SA,92%,Excellent,naturgy capital markets,https://permid.org/1-4297561247,Naturgy Capital Markets SA,81%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Excludes providers of investment banking services, classified in Investment Banking."
473,naturgy finance bv,https://permid.org/1-4296948055,Naturgy Finance BV,92%,Excellent,naturgy finance,https://permid.org/1-4296948055,Naturgy Finance BV,60%,Good,True,Natural Gas Utilities,Utilities,Utilities,Netherlands,Netherlands,Producers and distributors of natural gas.
474,ne property bv,https://permid.org/1-5001425607,NE Property BV,92%,Excellent,ne property,https://permid.org/1-5001425607,NE Property BV,92%,Excellent,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
475,nederlandse gasunie nv,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92%,Excellent,nederlandse gasunie,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92%,Excellent,True,0,0,0,0,0,0
476,nestle finance intl ltd,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,77%,Good,nestle finance intl,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
477,nestle finance intl ltd,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,77%,Good,nestle finance intl,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,Includes bank holding companies.
478,nestle finance intl ltd,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,77%,Good,nestle finance intl,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Excludes providers of investment banking services, classified in Investment Banking."
479,nn group nv,https://permid.org/1-5037450400,NN Group NV,92%,Excellent,nn group,https://permid.org/1-5037450400,NN Group NV,92%,Excellent,True,Insurance,Insurance,Financials,Netherlands,Netherlands,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
480,nokia oyj,https://permid.org/1-4295866480,Nokia Oyj,92%,Excellent,nokia,https://permid.org/1-4295866480,Nokia Oyj,92%,Excellent,True,Communications & Networking,Technology Equipment,Technology,Finland,Finland,"Manufacturers of telecommunications equipment such as modems, cable decoders, carrier switches, fiber cable, wireless and satellite communication equipment."
481,nortegas energia distribution,https://permid.org/1-4298205141,Nortegas Energia Distribucion SAU,69%,Good,nortegas energia distribution,https://permid.org/1-4298205141,Nortegas Energia Distribucion SAU,69%,Good,True,Natural Gas Utilities,Utilities,Utilities,Spain,Spain,Producers and distributors of natural gas.
482,nos sgps,https://permid.org/1-4295886936,NOS SGPS SA,92%,Excellent,nos sgp,,,,No Match,False,Telecommunications Services,Telecommunications Services,Technology,Portugal,Portugal,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
483,novartis finance sa,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,novartis finance,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,Companies primarily engaged in investing in securities/stakes of other companies and for their own profits.
484,novartis finance sa,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,novartis finance,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,Investment Holding Companies might have both minority and majority stakes.
485,novartis finance sa,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,novartis finance,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,"Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
486,novomatic ag,https://permid.org/1-4297989411,Novomatic AG,92%,Excellent,novomatic,https://permid.org/1-4297989411,Novomatic AG,92%,Excellent,True,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,Austria,Austria,"Operators of hotels, motels, cruise lines, restaurants, casinos, gaming operations, sports stadiums, golf courses, amusement parks and other recreational services."
